"","subjName","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25"
"695","qyrdabo","ql25x","-1.05531","0.9646","krl","0.62805","xih7","-1.78263","0.23806","0.08518","11qv","0.4137","-0.08878","q537","h3a","1.2097","fk6e5","-0.13486","7c98","-0.24921","s4","1r7","874","q97","-0.50359","2fg"
"696","nkpbzwf","1pfou",".","0.25284","ns3","-2.11278","qlgy","-0.86593","0.18668","-0.70801","mr03","-2.83043","-1.45473","0698","32h","-0.54702","4lo40","0.09095","94i2","0.7992","60","zq2","5y4","m20","-0.26669","e"
"697","xfahjgn","zk8fp","1.51469","0.96948","53s","0.96475","u495","-1.63746","0.3245","0.26988","27w1","0.67362","0.16193","87j5","7h5","0.52011","09sjk","1.01804","vw5u","0.46012","4s","619","753","i15","1.55157","zjs"
"698","tbuqlej","55g1b","-1.64162","-1.20978","9fn","-1.21439","gcx2","-1.97144","-0.88782","1.78538","30e9","-1.69125","-1.50417","9uj7","3a5","-1.63197","n3j84","0.72797"," ","0.90366","20","1wg","5t0","m51","0.39049","b9z"
"699","wsoyqgc","g5qzb","-2.24704","-0.41687","fce","-0.2809","s9pt","0.23568","0.48435","e","fa4s","1.27231","0.41466","08lv","115",".","462r0","-0.03251","62s3","-1.28824","58","x73","5zh","4ui","0.56314","5w7"
"700","dmnuykh","mf1h9","0.85023","1.06757","p2g","0.09227","m59j","-0.63873","0.21984","-0.31022","o27y","1.40577","-0.24266",".","o7q","1.26399","30e85","0.94766","31j0","1.00512","85","075","bc9","x96","0.19514","c8u"
"701","qyktarx","32954","0.48355","1.26175","8gv","-1.58852","5ukj","0.29065","-0.15709","v","0h7x","-2.06901","1.10768","elu6","085","0.25618","m719y","0.29919","5xlw","0.72054","w2","3t2","0dm","0k5","0.11195","79v"
"702","derlngp","1524e","-0.96053","-0.48907","g3a","-1.63633","10f7","-1.52421","-1.92554","-1.57936","43wx","-0.55392","0.11696","pg2i","uh9","-0.9846","6wykv","-1.5428","nh08","0.27966","y7","687"," ","jp0"," ","8tj"
"703","tuknaxv","75186","-0.92235","0.06089","759","-1.68789","5097","0.4904","-0.16241","1.55836","i23k","-1.41971","0.16423","n4u6","md5","0.39044","5d2se","0.00053","9m95","-0.42552","sd","v95","hu6","d","0.10571","934"
"704","fhbsrzv","alpxs","-0.86878","-0.28167","mf9","2.54502","8t8m","-0.26291","1.53665","1.29434","04zt","-0.55243","0.44123","s","1d7","-0.44878","86s0r","0.03102","25j7","0.0161","7u","3k6",".","j5o","1.88193","y09"
"705","vjzkrub","w","1.00237","0.80314","5i7","-0.22542","9ans","0.90275","1.77345","1.51633","hq67","0.38762","1.47411","g56c","e","1.09536","4i95c","1.33185","c905","0.89394","t7","a5c","m80","8xz","2.28132","k2e"
"706","pmkldgb","10s71","0.39849","-0.01527",".","0.53918","8948","-0.67053","-0.50171","0.68196","80q7","-0.60483","0.61177","4y99"," ","-1.22141","7koqa","0.38853","k78u","-0.17462","xs","6uk","938","nrv","1.07741","021"
"707","dnaryic","d","0.14073","1.18942","43u","."," ","-1.3626","-1.23082","-1.44833","x0ad","0.53732","-0.0457"," ","3ed"," ","hd13t","-0.55904","2gtx","-1.14278","q4","7vq","ky9","0cq","0.9863","85o"
"708","zpckaul","x6821","-1.4485","-1.96901","57i","0.7202","10z3","-0.13322","0.13583","-0.37274","vc05","0.16869","-0.64629","7178","873","0.06445","95cou","0.52424","9q4y","0.51665","ge","g","21s","6d4","0.41835","470"
"709","orhlmse","2t10l","0.00854","-0.18812","7pz","0.13906"," "," ","0.13043","-0.17944","vi2l","1.76286","2.02544","0jgm","5jk","0.68857","27fs9","-0.30128","z9h3","-0.32573","lg","4v2","m","fy2","-1.17053","v25"
"710","qlmragi","89muz","-1.35421","1.08042","4qu","1.38876","0362","0.91839","0.44401","1.17523","0zcy","2.41195","1.35533","9751","g79","0.82188"," ","1.33598","7w57","-1.71229","y2","1t3","420","7tq","0.94668","tmc"
"711","ylbeksc","34540","1.49118","0.30397","34o","-1.34446","2sv7","-0.52023","0.53198","-1.30933","80v6","0.55587","0.812","86w4","4c8","0.81199","1tf01","0.20116","934x","1.57888","p6","749","4u5","nh5","-0.39996","cln"
"712","aezihyj","27y85","-1.03573","-0.81326","15x","0.62009","84h4","0.56061","-0.60821","-0.71992","470d","-0.75559","-2.73087","78f2","q67","0.14091","9wd17","-0.57898","6v52","-1.66284","9l","7g7","952","ra4",".","o98"
"713","vhirxfz","7o7g9","0.82849","3.39585","422","1.77842","ywk7","1.55463","2.05769","0.27633","qmvo","1.14335","1.07159","1ofv","n","2.36839","h1135","0.56973","0m7q",".","t6","b54","z","0m6","1.53079","ucz"
"714","azthfrv","rkd9g","-0.52294","0.03133","4n3","0.03183","93sq","-1.10387","-1.7231"," ","sw28","-0.84922","-0.19216","83sm","4a4","-1.16644","61y33","0.42199","wmb0","-1.43813","89","448","1iy","ds6",".","d2e"
"715","axbchfo","wn1o4","2.28779","0.55205","g91","1.33854","w373","1.7713","-1.02988"," ","f929","0.56136","1.04384","qgk0","54w","1.42454",".","0.81749","11nx","-0.44295","k2","e40","ofv","3d8","1.36909","b05"
"716","dqyurwf","jw37v","0.82291","0.13828",".","-1.03775","gs65"," ","0.54761"," ","6a4i","-0.47611","1.6225","ebzt","wy2","0.12362","3gy6i","1.0895","8n60","1.00416","75","8v7","m73","v12","0.59578","371"
"717","aosrqnp","q17bx","-0.51044","1.36773","2vj","0.78902","7bcu","0.4699","1.03156","-0.19308","0ics","0.37544","1.71008",".","2qu","2.66912","12367","0.51138","co8n","0.98895","9s","v34","n3u","598",".","n0v"
"718","wpvgqjn","xu2dy","-0.61548","-0.11949","gbp","-0.90487","73wk","-0.33973","-0.166","-0.59886","yc9g","-0.25149","1.16585","268e","h14","-0.58286","w7kj4","-1.71369","4304","0.84106","p9","d"," ","3x9","-1.39746","82k"
"719","rvenckb","7u4pf","-0.19049","1.21239","w","0.23532","2516","1.83321","1.11205","1.61788","pl94","-1.53617","0.8586","by9n","gm3","0.59076","248p4","-0.05958","3g57","0.49857","dt","c5m","m88","178","-0.27547","fc9"
"720","fqrbymd","yn976","-0.02342","-1.3908","0t6","0.82344","5m52","0.00909","-1.24382","j","1r1n","-0.58416","-0.93152","l","01l","0.4148","q46yr","-0.80795","8c9h","0.65402","13","xdo"," ","yex","-0.78485","6np"
"721","kgnmtes"," ","1.08611","1.0851","1h8","-0.46962","30n7","0.18261","0.40359","-1.55598","0u20","0.7233",".","7e06","t99","0.23419","62659","1.24471","z5hk","1.0604","2z","p7j","8hw","677","1.97625","j4t"
"722","wcnbrzp","u80v6","1.40873","0.6572","ihq","0.13244","y18n","0.36819","-0.3723","1.33751","2wlg","1.16324","0.81211","57r5","52y","0.79083","v09jc","0.5317","v809","0.40315","52","ct7","58t","n6f","-0.26699","g9u"
"723","aqvytno","4ne8o","0.92791","1.02002","241","0.64623","r7st","0.88734","-0.44247","0.52756","w6i3","-0.03722"," ","x04p","911","1.32229","y419c","0.89259","8166","1.40381","79","79q","t42","q","r","ypd"
"724","rnpocqf","f5l2h","-0.62757","1.83813","5ci","0.32306","j6w1","-0.31503","0.07183","-1.09218","s81f","0.07673","1.45092","sy42","62i","0.96397","5us3n","1.94706","w58h","-1.22752","17","k58","j0u","l5f","0.18249","rnx"
"725","kevwlmj","fxs6e","0.57871","-0.20629","mgh","1.6587","3q57","-0.71413","0.11887","0.63988","do15","1.19222","-1.55238","je40","u6n","1.83052","0z71w","0.14801","q136","-2.13242","oj","6z9","a14","7gq","-0.67543","57f"
"726","swbuoim","6de29","-0.33424","-0.16321","83u","0.31458","euv7","-0.83069","-1.69908","-1.09887","7bv0","-2.4929","-1.19961","n59o",".","-0.35187","hi5j7","-0.18336","d380","0.98235","9c","or8","531","3f2","-1.73239","3oi"
"727","epxgljc","z4o33","0.181","-1.23469","t9f","1.06119","0tvj","2.17093","0.87846","-0.78474","rkh8","-1.38906","-0.3696","yd7m","t3l","-0.59774","cu0vn","0.55511","lf8d","-0.49281","70","86i","9u3","war","-0.60271"," "
"728","ivhwfas","o14uj","3.02764","-0.41846","dxn","0.62275","84hq","2.0217","-0.56007","-0.15649","u6w3","1.09559","0.06405","x02m","7x3","1.43523","9668g","f","s06z","0.91791","rw","eo8","594","3p1","0.31962","670"
"729","shzblkq","5y8oi","-1.0129","0.83015","167","1.37742","hi2e","0.52886","0.26524","-1.47031","hd27","-1.70703","0.62426","2kgf","rkl","0.11522","95869","0.67842","2bt9","0.257","69","4ri","6da","x1u","-1.07883","s67"
"730","aiyceuf","x6743","2.20182","-0.35232","809","0.63041","c3zq","0.03551","-0.25843","1.45364","hus4","1.39737","0.48089","hip0","410","-0.26861","17o5w","-0.07115","38se","-1.25007","k6","elp","q14","gk2","0.54091","w8u"
"731","ajpxyko","v62ym","0.68262","1.238","m19","j","7841","1.42579","0.66259","1.67217"," ",".","-0.02609","028a","0r6","0.44344","n4im8","0.17346"," ","0.46288","6a","vj2","t5m","7d8","0.7177","30o"
"732","mcblifd","9skvj","-0.08474","-0.54172","vhq","-0.68449","64nf","0.68601","0.74046","0.83794"," ","0.02061","1.0016","fh81","97w","0.1098","xrp6o","-0.36314","7i51","-0.02431","47","2o5","l2r","i76","0.34983","yhw"
"733","ixbvhyn","42vjx","-0.9109","-0.46204","d10","-1.8231","s3rq","-1.69448","-1.82884","-4.00696","uk42","-0.62374"," ","iru0","3am","-0.51232","q2rx3","-2.12077","37ds","-1.04236","20","xms","cim","a31","-1.78149","kml"
"734","evlkbhr","6sj17","-0.18082","-0.33135","z59","0.7448","j90w","0.56385","-0.8259","-0.1741","u528","0.26735","1.92274","98aw","3n0"," ","n34x7","-0.87567","a5h9","-0.28892","m0","4u8",".","0d7","-0.05235","igu"
"735","idutzng","856bf","-0.9094","0.02326","74y","0.78324","743e","-0.88817","1.03635","-0.30829","u9a7","1.25982","-0.84782","v04e","yxn","-0.26965","qu2la","-0.49107","09ub","-0.02775","01","tke","uyf","s85","0.02199","."
"736","leabkxr","r924l","0.00761","2.50115","l40","2.08426","26kh"," ","1.12778","0.28977","488f","2.16132","2.2446","us38","d27","2.85881","o3l97","0.8645","x721","-0.44551","4k","839","y93","1n7","0.3289","063"
"737","ezrcafn","1lea2","-1.13057","-0.50073","m62","-1.82055","a545","-0.96507","-2.09983","0.1527","4504","0.6672","0.79762","36m9","69q","-0.08561","7cxde","-1.70235","u7oa","-2.24504","85","w61","1y1","f05","0.35691","3r2"
"738","evqnigr","4ivn2","-0.37976","0.2982","49t","-0.49697","230e","-0.5655","-2.00915","-1.11375","p6jw","-0.73334","-1.38147","5jn8","05v","-0.02447","87h17","-1.4964","554y","-0.57815","85","lq1","4qr","k56","-1.17903","3n2"
"739","vojrdfu","6963d","0.36316","0.39348","ujb","2.47706","e60j","0.40012","-0.65422","1.04687","mojp","0.65068","1.42702","3quo","xau"," ","l1tek","0.4716","leu5","0.25799"," ","2i2","6k9","8m3","0.08474","652"
"740","ntwlfis"," ","-1.21444","0.51392","nrh","0.23088","n","-0.91265","-0.33797","0.01382","0264","-0.47371","0.79908","t852","p59","0.59681","5r8l4","-0.48294","5900","-0.40233","8q","32u","r","y4r","-0.71117","18a"
"741","mvgkysh","t17ip","-1.03276","-1.79478","0p9","0.87301","61hi","0.5479","1.31039","1.86147","1s4i","1.23445","1.67886","67a3","qo7","-0.88349","84r6b","-0.73662","43s0","-0.72785","vn","p9k","8n6","9gx","-0.75971","385"
"742","zdfhsrl","490oq","-0.84217","0.4917","59k","0.35093","38q6","-1.50045","0.65029","-0.5838","82lz","0.58591","0.45533","h73k","y5z","-1.23707","3r1sq","1.45679","dag4","-0.03001","1y","m50","5u2","i6y","-1.40695","496"
"743","sxvlgeq","vl079","0.46134","0.7345","20e","2.28928","7c54","0.27522"," ","1.71096","3u17","-1.23138","0.77545","8624","584","1.48622","a9p0v","-0.01997","8wd2","0.10528","5a"," ","48l","2ea","-0.93834","eh9"
"744","gzkucrq"," ","c","0.12877","7zy","-1.30454",".","0.7827","-0.48659","-0.70758","osxt","-0.2546","0.60865","b8k5","x91","-0.99974","m","-1.24388","h95g","-0.2746"," ","p19","1i6","002","v","9y3"
"745","lepsvgw",".","-0.27509","-0.92882","z46","1.78086"," ","1.37047","1.56243",".","9r14","0.08806","-0.0188","85x8","zv4","i","dc473"," ","w8z2","1.09547","c7","183","45y","pby","-2.20607","a7p"
"746","htdojur","aqs38","0.51097","-0.41281","z5w","0.58935","6kq7","-0.08802","0.97248","k","11a3","-0.71062","-0.86898","1150"," ","-0.35294","9090q","-0.24647","6i0t","1.33348","5e","8ye","8r0",".","-0.15698","k72"
"747","xpoyjlb","2t033","-0.58239","-1.05124","3ji","0.05767","0a3d","-1.14841","-0.15481"," ","6619","0.12128","0.98224","dk8x","w7b","-1.72448","4y1s5","-0.53356","c958","1.53319","1b","pei"," ","zf5","0.17851","e3q"
"748","lgrzbtj","lpsb9","2.08504","-1.29223","19l","1.13892","dz50","2.2354","1.28771","1.50521","mu17","1.79081","1.28846","bk8e","d","-0.05953","0r7e5","0.70576","p6g8","0.38576","t2","k2b","020","6zk","0.34195","8dy"
"749","ixursjp","528e4","1.3501","0.19839","4h0","0.15596","9724","0.45481","1.28751","0.34458","z6eq","1.54257","1.3394","514r","w87","0.64897","bk8a0","0.64096","8ax3","1.33717","a","ud5","93x","3uj","0.54717","338"
"750","emfzatw","43sa1","-1.91732","0.64552","l","-0.15622","pni2","-1.64602","-1.44435","-0.18635","isve","-0.5878","-1.07092","x9z2",".","w","45lkh","-1.4963","1486","-0.99667","e0","32i","om3","i89","-1.14777","89t"
"751","bnugpwe","23l74","-0.81346","-0.63194","u"," ","z691","-1.2307","0.73251","0.16988","3q5w","0.18753","0.29618","46y1","3z5","-0.18546","03f89","-0.08483","n5ye","-0.01812","01",".","100","xuh","0.11809","0qt"
"752","bfjxqom","93ly4","-0.53589","0.06146","0ea","-0.58881","9u6w","0.36331","0.70246","-1.10858","m721","-1.00429","-0.0918","0169","4d2","-0.18483","08d27","0.76551","6fm3","-0.62747","m0","4cm","3t9","43a","-0.85261","q5t"
"753","iofsxpg","37ax9","0.10409","0.23207","243","0.80583","28ry","0.21333","0.18901","1.22322","h9jp","1.95355","0.79605","yvj4","31h","-0.14638","v6ei6","0.08984","a3ic",".","fn","h7n","8p6","l34","1.63386","4n1"
"754","ipjnmse","h5x07","w","-0.38137","7ex","-0.23469","0l59","-0.55744","-0.56587","-1.27606","0701","-1.70817"," ","w768","187","-1.91262","gk61w","-1.63395","wxtp","-0.9265","5n","g82","2p6","509","-1.61306","h85"
"755","cvumykp","9f106","-0.03629","0.24428","x66"," ","1rh6","0.60673","0.4892","-0.24514","b137","x","-0.4126","934c","u70","2.27624","7160w","1.29489","1n31","0.59155","dh","055","2x1","9s2","e","ruj"
"756","useytqj","k9xr2","-0.04003","-0.47906","e3d","-1.4617","z19s","0.57966","-0.18435","-0.36483","91b7","-0.77463","0.15808","8tph","cvt","-0.94679","nhm3j","-1.1046","2487","-0.73445","3m","366","au9","mzp","-1.67108","oq9"
"757","gktusyo","167ib","-0.06559"," ","607","0.47577",".","-0.43077","-0.37999","0.43425","7r9c","0.79376","1.51632","vg98","f6c","0.03202","4d1c0","-0.08101","r2lt","0.8503","8a","ew1","cx5","96e","-1.55288","1s3"
"758","ewbguvr",".","0.40519","-1.37517","m8r","-0.79424","1891","-2.4806","-0.80735","0.14705","dl14","0.25321","-0.90739","qd1y","62p","-1.55678","w287d","0.32646","3p77","-1.113","13","vrn","65e","q09","0.3527","27c"
"759","unsowqz","al4o5","-0.6885","-0.20618","tl4","2.39339","265i","-1.13043","1.22538","0.31723","n7ld","0.64613","-1.15421","2902","518","0.28219","9bk20","-0.09912"," ","1.35977","0p","9e5"," ","m6g","-0.086","40u"
"760","fygoatd","0c5p3","0.82896","0.30738","37c","0.33035","2681","-0.17182","-0.73056","-1.34929","b3ls","-1.29089","-0.04366","2hgv","8r3","0.39725","42x36","0.74524","v919","-0.13754","3g","429","4b8","x87","-0.74906","pv2"
"761","xwknilj","95g36","-0.93064","1.00607","s71","0.48733","5w4x","-0.17248","-0.87157","-0.57065","75d2","0.25836","0.21119","3h38","k6p","-0.13856","unf07","-1.00148","97at","-1.12565"," ","n2b","njp","71y","-0.85338","112"
"762","anmwsyg"," ","0.72292","-0.93177","68g","1.21762","3421","-0.81065","0.51251","0.93189","71ve","0.58045","0.3833","6g28","5h9"," ","q0930","1.3426","9b2g","-0.15693","9r","00u","54s","220","0.56125","3a0"
"763","lhmrjov","92m61","1.33658","0.97658","ylu","-0.06213","547x","1.14719","0.70396","1.9969","06yf","2.02503","0.92625","v6yl","f42","-0.56306","1ycg5","0.44743","dti8","0.45985","7e","q98","t8j","iz4","0.77586","p1w"
"764","wljihtp","d4z9h","0.20702","0.23679","989","-0.86028","2905","0.41604","-2.37622","0.64382","i99q","-0.21914","0.32816","mgj4","g80","-0.10216","shy98","-0.15124","doc4","-1.76141","1o","196","331","518","-0.28554","4l2"
"765","lyahcts"," ","2.41485","1.85833","gid","0.19337","hslv","0.71056","0.77849","1.51147","zmta",".","2.24099","qtn0","sje","0.57332","t4756"," ","2c5w","0.10897","5u","76x","pwn","603","1.26014","130"
"766","cnvtwbk","3r6f6","-0.91412","-2.02658","27j","0.38475","187k","-1.05895","0.32215","0.51528","2d8a","0.69098","-0.24784","22xn","7a8","0.45332","8w0l4","-0.53959","eu7d","-1.11071","54","0tg","q3j","r5n","-0.07536","373"
"767","ghdtusy","r4n6c",".","0.15511","n98","-1.88343",".","0.37941","-0.12527"," ","066x","-0.17205","-0.53918","3244","1am","-1.85234","0ez2k","-0.44219","o210","0.44651","q1","z02","414","e1v","0.97534","rqa"
"768","ufdmcqh","3882g","-0.97455","-1.96206","46j","-0.27775","4v46","0.7327","0.37819","0.33311","9555","-0.73209","-1.16603","y39c","e8l","-0.91767","t2f81","-0.89551","l9vc","-1.24385","26","t4z","q","946","0.29373","90d"
"769","qxsopyf","5do60","-0.2494","0.88606","v9x","0.70836","81gu","-1.29764","-0.27426","0.28021","o91a","0.45718","0.79984","913y","jfd","-0.09767","4b2i1","-1.25818","gu45"," ","qd","5wt","lum","19d","1.79365","h1r"
"770","pwetkfb"," ","-0.40418","-0.41115","482","-1.96892","199t","-0.24986","-1.47935","-1.38505","n9li","-0.7081","-0.62095","92xe","etv","0.41955","p2s59","-1.86289","mx6q","-0.60093","89","35b","ho4","l40","-0.92707","j00"
"771","leourws","q6wi6","-0.33896","0.47942","h7j","-1.10335","w0gi","-0.88654","-0.87581","2.29409","g54h","-0.22452","-0.45069","4736","wf6","-0.05475","382px","-0.26852","3t8h","0.27782","i1","n9e","510","22g","1.73687","12p"
"772","oyvpesa","3818l","-0.75733","0.9301","7j7","-0.11731","5otm","-0.55041","0.92202","2.30297","w219","-0.20678","-1.49957"," ","r",".","f9374","-0.41104","0rp9","1.80942","lh","2v4","792","286","1.18368","zpc"
"773","lagutod","36fbv","-0.48052","k","z95","0.34151","5016","0.66463","1.26845","1.17532","21ns","0.93861","-0.51168","ly1t","9a7","-0.48788","3vi9y","-0.16543","2z81","-0.17545","pt","vr2","9tr","uf1","0.86355","78z"
"774","higdurt","x9obj","-1.08862","i","28f","2.22146","u932","1.60031","0.76961","0.25577","sz67","0.33959","0.51999","9523","kd3","0.58355","qy5k5","1.71705","1ow3","0.39019","1z","914","r41","9rk","1.7681","82o"
"775","sdjbyxv","e3p1x","-0.27798","-0.07388","m7a","1.10071","p7l4","0.94454","0.74238","0.55739","csfe","1.85453","2.63132","q5p6","381","0.09555","249j7","0.91817","2rld","1.96801","m5","32p","k78","24g","-0.38417","p8w"
"776","fzmsnvk","93qnt","0.82322","-0.33512","2f4","-1.34967","g07l","-1.43467","-0.42742","-0.92051",".","i","-0.46225","6ic8","10t","-1.20703","6y34r","0.85359","2ihd","-0.02898","42","s37","q87","qr2","-0.03665","70v"
"777","ocyubmd","4wem9","-1.19191","-0.43493","oq2","0.24616","im43","-0.72131","0.04442","-0.33946","n0lz","0.88399","1.43109"," ","l32","0.06568","5v6yj","0.61892","j86v","0.50032","rw"," ","m","lzb","0.00392","51a"
"778","jokeqym","89ag8"," ","0.69424","s96","0.0063","9rio","0.93701","-0.06329","1.81501","7ze4","0.1899","0.1672","j74z","6u0","-0.53036","sly3g","0.01967","j0q6","d","x3","e0c","0mu","8wl","-0.13493","s9z"
"779","okxuytb","5065u","0.08763"," ","4q7","-0.65078","v93d","1.0479","1.30857","0.26496","e1vz","0.63287","0.42823","0g4x","96j","1.27903","885gb","-1.97528","58sb","c","z5","ry1","99h","8t9","-1.8978","3su"
"780","iqbzpcr","58t7x","0.4903","0.74113","85u","0.66821","x8le","-0.3796","-0.61631","-0.51392","7w59","-0.04914","1.90239","10v3","ir2","0.65916","b1936","-0.81094","n7bu","0.84872","15","3r8","bsu","75u","0.14741","185"
"781","cbmeqsr","40m87","1.18497","0.00465","bd2","0.89567","7u46"," ","-0.85509","1.37698","0tu2","-0.82836","-0.40492","sh24","h1a","1.39901","4t9u4","-0.13012","kd98","0.592","57","0uo","d1u","h1j","-0.06718","1i4"
"782","acuwkte"," ","-2.50874","."," ","0.45237","6r37"," ","-2.40118","-1.02003","v149","0.37985","-0.68937","gl37","2l0","-0.84632","827yw","-1.28124","131t","-2.69857","81","693","0y4","2e2","-0.56717","no1"
"783","schblgn","6b70j","1.14604","-0.20553","yj8","-0.26424","gmd7","1.33589","-0.19624","1.94204","d6z8","1.5302","0.67375","k346","1m9","0.83553","0779r","-0.4922","4tu6","0.8761","22","a73","3al","hsb","0.23874","5hz"
"784","jxpwlzo","wy118","0.06535","0.22915","1d6","-1.68307","b697","-0.44828","-1.68253","-0.1333","732m","-0.9615","-0.34851","3a37","96w","-0.35306","672f3","-0.46628","wl0s","0.95639","e6","3c3","035","vku","0.65511","5c3"
"785","vxndfaj","k0018","0.58945","b","kxr","0.03386","87j4","-0.55765","-0.604","0.7108","95g1","-0.6213","-0.40442","2hs6","72w","0.48671","p","-0.25416","7o60","-0.47669","g6","881","d9n","9n5","1.30979","5zo"
"786","pmldxso","6g035","-0.9334","1.36789"," ","2.38876","66ox","-0.36638"," ","0.94102","tesz","2.23225","1.14336","o","i33","0.51415","ym917","-0.11159","25kx","-0.07765"," ","679","u","8mw","1.23303","ms8"
"787","qfwzysb","695rp","0.77347","-0.1172","cdl","0.25864","4jo7","0.43815","-0.81443","1.70609","rn3c","0.355","0.46138","2n80","188","2.10455","t6lek","-0.14178","rcs2","0.87936","30"," ","y7q","z13","0.1741","k8d"
"788","kgdrhzv","z5nw0","-0.48143","2.17806","jfe","1.02406","yl0u","0.07404","-2.2115","-0.20359","p672","-2.04318","0.65541","tl26","243","1.13764","4k48y","-0.37281","f040","0.20038","l4","6aw","48a","3r0","-0.52254"," "
"789","rovnqca","8bke5","0.75869","0.66002","3ab","0.98984","8812","-0.94473","0.27365","1.38537","24g2","0.05766","0.11104","1548","x2s","0.35386","yo5c1","1.48557",".","0.27892","52","7u2","831","92t"," ","1f0"
"790","mbakxiq","m74tb","0.67926","0.29587","re9","-0.08535","q24b","-0.25124","-0.28921","0.63821","9670","-0.11325","0.38859"," ","81t","-0.04518","o3769","-1.28955","ckp4","1.16842","yd","62u","6cy","78i","0.6579","2v3"
"791","tyjnmgh","umi9f","0.68381","v","k1z","0.59768","804k","0.73802","-0.8021","0.42971","6osz","-0.32343","-0.98489","0s87","ph3","-0.26323","3qan7","-0.88617","94p2","0.02497","t6","510","4r2","2hw","0.56455","xmt"
"792","cjxugqk"," ","-0.89548","-1.01522","cx6","-2.09209","ca77","0.17522","1.01513","1.81288","nxk8","-3.23333","-0.96896","6742","90p","-1.33111","71vel","0.19264","0l50","-0.22148","mj","k9v","o72","284","-0.09658","e0n"
"793","ycdxgse","dpi6y","1.19683","0.1833","iao","1.19289","154d","1.34863","0.56788","-1.03892","0p3k","0.89324","1.35336","86fy","472","0.42991",".","-0.5439","11ne","2.17648","81","vs2","7v3","a7o","-1.03422","h8r"
"794","cozfsdn","v36k0","-1.28934","-0.79052","4q1","1.16328","k","a","-0.54508","-0.48042","210g","-1.66557","-0.47024","i6p0","i6d","-0.86174","9h480","-1.11813","7e81","-1.15527","sp","4lf",".","x6n","-0.79945","ex3"
"795","zowflhp","fn321","-0.27904","1.65459","j5c","1.08029","fsk1","1.45164"," ","2.11421","6g71","0.5764","0.25717","wdm0","aet","0.5184","6k82v","0.72895","1m4h","0.65131","24","psa","dtr","o09",".","e32"
"796","plqhgec","6v62x","0.78194","0.70233","3u5","2.21254","9put","1.26795","2.75006","0.97017","ej4n","0.83519","1.06539","70jd","u","2.06958","124lu",".","fc34","2.06037","jl","851","k1b","460","-0.13019","t93"
"797","ambxplu","r0ug2","-1.99763","-0.39863","040","-0.59752","19pk","-2.6034","-1.17909","-1.65986","20c1","0.36463","-0.33421","4788"," ","0.08133",".","-2.48786","77bm","-0.40815","b3","52q","8kd","g11","0.89951","y39"
"798","nwezgfv","44o91","-0.78532","-0.57911","63l","0.60554","4362","-0.34443","-2.58946","-0.28066","19v8","-0.48747","-1.54945","t09h"," ","1.10931","4yv8k","-1.23354","mg26","-0.0269","x4","4dk","w66","jt9","-1.37391","2lj"
"799","pbdulcm","018lj","0.5674","1.26467","5kp","0.51024","26j1","0.20692","1.06279","1.03475","6047","-0.76042","-0.77447"," ","r0p","1.00616","43gos"," ","2ye3","2.47972","63","x66","794","xcj","0.4646","ylk"
"800","fnvmdjx","y6dz2","-0.10425","-1.06135",".","g","n2b2"," ","0.03027","0.92706","n4a5","-0.65137","-1.46686","p440","m4s","-0.41039","br11q","-1.05897"," ","-1.08069","57","igt",".","84h","0.51788","4le"
"801","xaetjcd","a631j","0.75158","0.16134","yh3","0.83426","s","2.30709","1.81917","0.39291","203v","1.05528","0.25811","18hi","1bu","0.28433","g271o",".","mf9c","1.409","25","713","d52",".","0.55899","9i6"
"802","zdryful","5s4cg","-1.63002","-1.5486","6e3","-2.01059","10se","-1.74858","1.0846","-1.06331","1u68","-1.17125","0.11736","4r8q","7be","-0.41388","48h65","-1.64305","5v22","0.42218",".","21n","k71","1m1",".","96d"
"803","qsfyxkv","85485","-1.545","0.66967","993",".","bj85","0.46228","0.66793","0.31889","j","-0.82145","-0.61816","4j90","i36","1.24683","5kb68","-1.18894","15v8","1.71135","ro","sl8","s0l","y46","-0.46267","3g5"
"804","sfgojen","i4ge2","0.64392","0.30973","895","-0.50096","j69o","0.40896","0.88878","-0.82894","7h1f","0.66493","0.82887","d23f","074","-1.78031","5n9h6","-1.5342","8s63","1.52397","9g","fei","5ps","sl0","-0.4878","kw6"
"805","ostxjay","g218j","-0.35638","-0.51122","gp5","o"," ","-0.28685","1.15046","-0.72425","0p2u","1.39544","0.23967","lh98","430","-0.91379","x180z","-0.29197","ixft","1.09704","zh",".","u5c","s72","-0.87559","p0l"
"806","nglvoje",".","0.48362","-0.20681","8c3","0.58285","o6yl","-0.75293","-0.27603","0.81018","4203","2.63995","-0.08158","xw4e","5vh","1.38144","2nqhc","-0.32113","i4fa","0.70981","53","6hu","b8r","8fq","1.44809","kdc"
"807","bcquejz","1h2jy","-1.72768","0.4681","0um","0.47061","515l","-0.37068","-0.98165"," ","9t3k","-0.11368","-0.78493","4v02","a48","-1.30139","d2140","-0.31059","2g2o","-0.70218","07","sz8","082","bsv","-0.70964","984"
"808","ydvqohf","2pb5n","-0.26711","-0.12215","172","0.05454","43x4","-0.24321","1.9117","-1.5009","3l32","-0.16065","0.50543","7335","q4u","1.12245","1u01b"," ","h1k7","-0.57632","2a","e7c","9qi","28w","0.47594"," "
